fips_code,State_name,County,Cases_7_day_count_change,cases_per_100K_7_day_count_change,new_cases_week_over_week_percent_change,percent_test_results_reported_positive_last_7_days,percent_test_results_reported_positive_last_7_days_7_day_count_change,total_test_results_reported_7_day_count_change,total_test_results_reported_7_day_count_change_per_100K,total_new_test_results_reported_week_over_week_percent_change,deaths_7_day_count_change,deaths_per_100K_7_day_count_change,new_deaths_week_over_week_percent_change,hotspot_history_last_14_days,numDaysDownward,population_density_2019,avg_hh_size,percent_uninsured_2019,poverty_rate_2019,percent_65_plus,percent_american_indian_ak_native,svi_rank,ccvi_score,aoc_continuum_status,report_date,case_death_start_date,case_death_end_date,testing_start_date,testing_end_date,hospital_data_collection_date,total_hospitals_reporting,admissions_covid_confirmed_last_7_days,admissions_covid_confirmed_7_day_rolling_average,admissions_covid_confirmed_last_7_days_per_100_beds,admissions_covid_confirmed_week_over_week_percent_change,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_inpatient_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid_week_over_week_absolute_change,hospitals_included_in_percent_adult_icu_beds_used_confirmed_covid,cases_per_100k_14_day_count_change,percent_positive_14_day,school_composite,community_transmission_level,poverty_rate_2019_state_avg,percent_65_plus_state_avg,population_density_2019_state_avg,avg_hh_size_state_avg,percent_uninsured_2019_state_avg,population_density_2019_US_avg,avg_hh_size_US_avg,percent_uninsured_2019_US_avg,poverty_rate_2019_US_avg,percent_65_plus_US_avg,total_population_2019,Metro_status,NCHS_status,state_population,US_population,rucc_description
37111,North Carolina,McDowell,22,48.08,100,2.56,-1.23,625,1365.94,-5.16,0,0,0,0,11,104,2.45,11.4,17.1,20.8,0.5,0.7895,0.85,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,,0.0378,0,1,0,0,1,83.05,3.1932,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,45756,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37119,North Carolina,Mecklenburg,742,66.83,-30.85,3.78,-1.72,20059,1806.54,-1.42,5,0.45,-44.44,0,20,2120.7,2.57,11.9,12.7,11.5,0.2,0.4408,0.41,HighBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,9,58,8.29,2.04,-0.3483,0.0466,-0.0096,9,0.1426,-0.0142,7,195.61,4.6502,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,1110356,Metro,Large central metro,10488084,331996199,Counties in metro areas of 1 million population or more
37121,North Carolina,Mitchell,19,126.97,-47.22,8.33,4.25,144,962.31,-2.04,0,0,0,0,4,67.63,2.31,12.6,14,25.46,0.6,0.4223,0.64,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,2,0.29,5.93,-0.5,0.0678,0.0232,1,,,0,340.82,6.1856,Moderate risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,14964,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37123,North Carolina,Montgomery,13,47.84,-23.53,4.22,-1.18,403,1483.09,14.49,1,3.68,,0,0,55.28,2.51,13.5,19.7,21.14,0.3,0.8713,0.92,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,1,0.14,11.67,,0.0167,0.0167,1,,,0,117.76,4.7682,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,27173,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37125,North Carolina,Moore,43,42.62,-31.75,4.25,-2.43,941,932.79,16.46,1,0.99,,0,9,144.59,2.42,9.4,12.6,23.98,0.7,0.3621,0.66,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,12,1.71,4.29,-0.4546,0.0063,0,1,0.1739,0.0124,1,132.83,5.3745,Moderate risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,100880,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37127,North Carolina,Nash,72,76.35,-25.77,4.54,-0.85,2025,2147.45,-2.55,1,1.06,-75,0,24,174.48,2.5,10.1,15.5,19.04,0.6,0.8287,0.93,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,2,9,1.29,3.72,-0.5,0.0378,-0.0218,2,0.2,-0.0177,1,220.58,4.972,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,94298,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37129,North Carolina,New Hanover,125,53.31,-33.51,4.82,-0.71,1639,699.01,-10.34,2,0.85,,0,26,1219.62,2.32,10.2,17.3,18.4,0.3,0.3771,0.29,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,2,11,1.57,1.83,-0.0833,0.0352,0,2,0.081,-0.0307,1,158.65,5.1918,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,234473,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37131,North Carolina,Northampton,6,30.8,-14.29,1.27,1.27,314,1611.66,-10.8,0,0,-100,0,26,36.3,2.24,14.9,21.9,26.98,0.4,0.9022,0.93,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,66.72,0.6006,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,19483,Non-metro,Micropolitan,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37133,North Carolina,Onslow,216,109.13,-13.94,9.29,-3.05,1259,636.06,-25.63,2,1.01,,0,8,259.74,2.71,8.6,13.8,9.61,0.4,0.7465,0.57,SustainedHotspot,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,4,0.57,3.94,1,0.0475,0.0089,1,0,0,1,274.83,11.0434,Highest risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,197938,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37135,North Carolina,Orange,16,10.78,-60,0.57,0.18,3527,2375.47,-39.73,0,0,0,0,22,373.47,2.51,7.2,13.4,14.58,0.4,0.2959,0.45,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,16,2.29,2.74,-0.2,0.0553,0,1,0.1338,0,1,39.74,0.4585,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,148476,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37137,North Carolina,Pamlico,4,31.43,300,0.63,0.3,318,2498.82,4.95,0,0,0,0,32,37.82,2.25,12.3,14.1,30.38,0.6,0.7162,0.84,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,23.57,0.4831,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,12726,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37139,North Carolina,Pasquotank,23,57.75,-57.41,8.62,-0.81,290,728.2,9.43,1,2.51,,0,2,175.53,2.51,13.3,16.1,17.18,0.2,0.7748,0.72,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,3,0.43,2.61,0,0.0298,0,1,0.1161,0.0446,1,188.33,9.009,Higher risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,39824,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37141,North Carolina,Pender,54,85.63,20,8.59,3.95,512,811.93,3.23,0,0,0,0,7,72.37,2.66,11.3,15.1,18.58,0.4,0.5478,0.57,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,,0.1111,0.0794,1,,,0,214.08,6.6468,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,63060,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37143,North Carolina,Perquimans,5,37.14,-70.59,9.46,-4.43,74,549.65,2.78,1,7.43,0,0,4,54.47,2.26,12.7,15.5,27.27,0.1,0.5048,0.78,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,185.69,11.6438,Higher risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,13463,Non-metro,Micropolitan,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37145,North Carolina,Person,38,96.23,-7.32,5.81,1.2,637,1613.07,4.94,3,7.6,,0,0,100.65,2.46,9.2,17.7,20.1,0.7,0.7732,0.81,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,2,0.29,15.56,0,0.0333,-0.0222,1,0,-0.1191,1,151.94,5.2251,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,39490,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37147,North Carolina,Pitt,235,130.02,-14.86,6.83,-1.8,3439,1902.71,6.77,3,1.66,200,0,1,277.05,2.47,10.9,23.9,13.86,0.3,0.8242,0.57,SustainedHotspot,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,17,2.43,2.68,-0.3704,0,0,1,0.0683,0.0231,1,307.07,7.7027,Moderate risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,180742,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37149,North Carolina,Polk,7,33.78,-41.67,3.42,1.38,263,1269.06,7.35,0,0,0,0,15,87.19,2.22,10,9.5,32.06,0.2,0.3825,0.6,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,,0.0439,-0.0088,1,0.1389,0.0675,1,106.16,2.7559,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,20724,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37151,North Carolina,Randolph,80,55.68,-18.37,2.78,-2.51,1511,1051.74,24.98,1,0.7,-50,0,27,183.64,2.53,13.6,15.8,18.14,0.4,0.6965,0.88,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,-1,0,-0.0415,1,0.05,-0.0929,1,142.69,3.8971,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,143667,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37153,North Carolina,Richmond,34,75.84,-2.86,6.24,1.54,561,1251.42,-5.87,0,0,-100,0,19,94.64,2.36,12.6,24.1,18.25,2,0.9796,0.9,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,142.76,5.4451,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,44829,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, not adjacent to a metro area"
37155,North Carolina,Robeson,110,84.21,-9.84,4.3,-0.54,1373,1051.1,-8.89,6,4.59,50,0,8,137.9,2.83,15,28.1,15.74,38.4,0.9911,0.99,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,18,2.57,8.18,-0.3571,0.034,-0.0058,1,0.048,-0.0834,1,173.01,4.5833,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,130625,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37157,North Carolina,Rockingham,142,156.03,32.71,4.57,-1.23,1050,1153.72,-19.91,2,2.2,0,4,0,160.9,2.41,10.2,18,20.87,0.5,0.7857,0.92,Hotspot,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,3,0.43,4.02,0.5,,,0,0.025,-0.1536,1,296.67,5.252,Moderate risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,91010,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37159,North Carolina,Rowan,78,54.9,-55.17,5.37,-1.33,2214,1558.19,-3.11,3,2.11,50,0,16,277.8,2.59,12.2,16.5,17.86,0.2,0.8143,0.92,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,2,8,1.14,2.86,-0.1111,0.0507,0,2,0.1263,0.0215,2,198.47,6.0458,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,142088,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37161,North Carolina,Rutherford,56,83.55,-8.2,3.18,-2.64,911,1359.11,8.19,5,7.46,,0,2,118.54,2.48,11.2,18,22.16,0.5,0.7551,0.85,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,2,0.29,2.24,0,0.008,0,1,0,0,1,195.44,4.4495,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,67029,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37163,North Carolina,Sampson,39,61.39,-38.1,2.21,-3.21,589,927.11,-13.76,1,1.57,-50,0,19,67.18,2.66,15.5,24.1,18.32,1.7,0.9723,0.99,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,3,0.43,6.27,-0.25,0.0476,0.0068,1,0.2,0.1464,1,184.16,3.9308,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,63531,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37165,North Carolina,Scotland,21,60.3,-46.15,2.86,-1.33,420,1206.1,-23.5,0,0,-100,0,4,109.11,2.49,11.6,27.7,18.76,10.5,0.9936,0.99,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,12,1.71,13.68,1,0.0973,-0.0394,1,0.3333,-0.12,1,215.37,3.612,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,34823,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37167,North Carolina,Stanly,42,66.87,-40.85,4.23,-0.47,1324,2108.08,0.3,0,0,-100,0,19,158.95,2.49,10.5,14.3,19.3,0.3,0.6325,0.69,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,-1,0.0138,-0.0229,1,0.05,-0.1929,1,194.25,4.4629,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,62806,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37169,North Carolina,Stokes,44,96.51,-38.89,7.68,-2.45,482,1057.23,1.69,1,2.19,,0,0,101.54,2.35,13,13.6,21.75,0.5,0.3067,0.52,Hotspot,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,,0,0,1,,,0,263.21,8.8912,Higher risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,45591,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37171,North Carolina,Surry,69,96.12,2.99,5.27,0.46,911,1269.1,28.85,1,1.39,-50,0,28,134.49,2.45,12.8,16.9,20.85,0.3,0.7258,0.94,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,2,19,2.71,13.9,0.4615,0.1087,0.0295,2,0.3491,0.1665,2,185.28,5.068,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,71783,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37173,North Carolina,Swain,2,14.01,-66.67,2.25,-2.05,89,623.64,-4.3,0,0,0,0,4,27.04,2.57,21.5,17.3,19.64,25.6,0.7774,0.94,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,2,0,0,0,,0,0,2,,,0,70.07,3.2967,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,14271,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37175,North Carolina,Transylvania,21,61.07,-19.23,4.06,-1.33,320,930.64,32.78,1,2.91,,0,16,90.88,2.28,14.5,14.7,31.44,0.4,0.3975,0.58,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,0,0,0,,0.0402,0.0402,1,0.1228,0.1228,1,200.67,4.6346,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,34385,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37177,North Carolina,Tyrrell,1,24.9,,1.82,1.82,55,1369.52,139.13,0,0,0,0,14,10.28,2.1,16.4,25.2,20.17,0.5,0.8764,0.98,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,49.8,1.2821,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,4016,Non-metro,Micropolitan,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37179,North Carolina,Union,166,69.21,-36.64,4.11,-1.31,3136,1307.43,-7.55,2,0.83,100,0,18,379.09,2.99,9.4,8.9,13.02,0.3,0.1873,0.36,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,6,0.86,4.07,-0.3333,0.0973,-0.0321,1,0.3182,0.0065,1,193.45,4.7947,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,239859,Metro,Large fringe metro,10488084,331996199,Counties in metro areas of 1 million population or more
37181,North Carolina,Vance,22,49.4,-8.33,3.53,1.63,651,1461.77,-27.34,1,2.25,,0,29,176.45,2.59,10.5,23.9,19.06,0.2,0.9787,0.98,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,10,1.43,9.38,2.3333,0.0385,-0.006,1,0.0179,-0.1071,1,127.99,2.5857,Lowest risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,44535,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37183,North Carolina,Wake,636,57.21,-32.34,4.03,-0.8,21374,1922.54,-2.18,3,0.27,,0,26,1331.72,2.62,8.9,9.8,12.04,0.3,0.2774,0.27,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,4,26,3.71,2.32,-0.2121,0.0486,-0.0107,4,0.0801,-0.0101,4,158.76,4.4374,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,1111761,Metro,Large central metro,10488084,331996199,Counties in metro areas of 1 million population or more
37185,North Carolina,Warren,3,15.2,-72.73,2.67,-0.57,187,947.75,-32.73,0,0,0,0,24,45.95,2.45,13.1,19.2,26.22,4.7,0.8943,0.87,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,76.02,3.0108,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,19731,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37187,North Carolina,Washington,8,69.08,-50,6.02,-3.7,133,1148.53,-7.64,0,0,0,0,0,33.42,2.37,11.9,23.5,25.32,0.1,0.8787,0.98,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,4,0.57,32.94,1,0.2941,0.0709,1,,,0,181.35,7.9422,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,11580,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, not adjacent to a metro area"
37189,North Carolina,Watauga,53,94.34,-7.02,2.41,0,873,1554.02,50,0,0,0,0,5,179.8,2.37,8.8,27.2,16.43,0.3,0.4121,0.24,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,1,0.14,2,-0.75,0,0,1,0.04,-0.16,1,199.37,2.4055,Lowest risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,56177,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, not adjacent to a metro area"
37191,North Carolina,Wayne,79,64.16,-36.8,3.27,-0.41,2325,1888.23,-7.11,0,0,0,0,0,222.29,2.51,13.2,21.4,16.89,0.2,0.9503,0.94,Hotspot,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,7,1,3.13,0,0.0421,-0.0085,1,0.1294,0.0706,1,176.24,3.4797,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,123131,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37193,North Carolina,Wilkes,56,81.86,-9.68,4.25,-0.12,848,1239.55,5.87,1,1.46,0,0,0,90.67,2.38,11.1,19.9,22.16,0.2,0.6924,0.93,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,5,0.71,5.83,0.25,0.0433,0.024,1,0.125,0.0714,1,187.1,4.3056,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,68412,Non-metro,Micropolitan,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
37195,North Carolina,Wilson,37,45.23,-56.47,3.73,0.17,938,1146.69,-12.09,2,2.44,100,0,15,222.56,2.48,12.8,21.5,18.75,0.3,0.936,0.9,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,2021-05-17,1,7,1,5.07,1.3333,0.0448,0.0192,1,0,-0.0446,1,168.7,3.6409,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,81801,Non-metro,Micropolitan,10488084,331996199,"Urban population of 20,000 or more, adjacent to a metro area"
37197,North Carolina,Yadkin,29,76.99,-43.14,6.13,1.05,506,1343.35,28.43,1,2.65,0,0,1,112.46,2.42,12.2,15.3,20.47,0.2,0.6404,0.83,ModerateBurdenResolving,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,246.9,5.6667,Moderate risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,37667,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37199,North Carolina,Yancey,9,49.81,-60.87,9.68,2.05,124,686.26,-5.34,0,0,0,0,4,57.8,2.37,12.5,19.2,26.26,0.4,0.5736,0.77,ModerateBurden,2021-05-19,2021-05-11,2021-05-17,2021-05-10,2021-05-16,1900-01-01,0,0,,,,,,0,,,0,193.7,8.6275,Higher risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,18069,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, adjacent to a metro area"
37001,North Carolina,Alamance,288,169.9,54.84,3,-1.51,2197,1296.1,0,3,1.77,-72.73,3,0,400.31,2.43,11.9,16.8,17.13,0.2,0.7838,0.8,Hotspot,2021-05-20,2021-05-12,2021-05-18,2021-05-11,2021-05-17,2021-05-18,1,16,2.29,10.88,-0.3044,0.1244,0,1,0.1071,-0.0214,1,276.68,3.7551,Lower risk of transmission in schools,high,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,169509,Metro,Small metro,10488084,331996199,"Counties in metro areas of fewer than 250,000 population"
37003,North Carolina,Alexander,14,37.34,-41.67,3.54,-1.9,311,829.4,-10.89,0,0,0,0,34,144.23,2.61,10.8,14.9,20.45,0.1,0.6341,0.82,ModerateBurden,2021-05-20,2021-05-12,2021-05-18,2021-05-11,2021-05-17,1900-01-01,0,0,,,,,,0,,,0,106.68,4.5455,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,37497,Metro,Medium metro,10488084,331996199,"Counties in metro areas of 250,000 to 1 million population"
37005,North Carolina,Alleghany,9,80.81,-60.87,1.33,-4.55,75,673.43,-11.76,0,0,0,0,2,47.51,2.28,11.2,24.6,27.98,0.1,0.6268,0.82,ModerateBurden,2021-05-20,2021-05-12,2021-05-18,2021-05-11,2021-05-17,2021-05-18,1,0,0,0,,0,0,1,,,0,314.27,3.75,Lower risk of transmission in schools,substantial,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,11137,Non-metro,Noncore,10488084,331996199,"Completely rural or less than 2,500 urban population, not adjacent to a metro area"
37007,North Carolina,Anson,10,40.91,-69.7,2.51,-3.87,359,1468.54,-23.62,0,0,0,0,2,46,2.47,12.2,19.8,19.35,0.3,0.9443,0.96,ModerateBurden,2021-05-20,2021-05-12,2021-05-18,2021-05-11,2021-05-17,2021-05-18,1,0,0,0,-1,0.0062,-0.0248,1,,,0,179.99,4.7045,Lower risk of transmission in schools,moderate,15.37,16.7,215.72,2.55,11.3,94,2.52,9.2,10.5,16.3,24446,Non-metro,Noncore,10488084,331996199,"Urban population of 2,500 to 19,999, adjacent to a metro area"
